"Street","Description","Barangay","City","Province","Classification","Zonal Value"
"E. LLENES ST.","JOSE RIZAL ST. (NATIONAL HIGHWAY) TO BARANGAY LABOGON","BASAK","MANDAUE","CEBU","INDUSTRIAL","15,720.00"
"E. LLENES ST.","JOSE RIZAL ST. (NATIONAL HIGHWAY) TO BARANGAY LABOGON","BASAK","MANDAUE","CEBU","RESIDENTIAL REGULAR","12,570.00"
"E. LLENES ST.","INTERIOR-CAR ACCESS","BASAK","MANDAUE","CEBU","RESIDENTIAL REGULAR","8,600.00"
"ALL OTHER STREETS","","BASAK","MANDAUE","CEBU","COMMERCIAL REGULAR","12,300.00"
"ALL OTHER STREETS","","BASAK","MANDAUE","CEBU","RESIDENTIAL REGULAR","8,540.00"
"ALL OTHER STREETS","","BASAK","MANDAUE","CEBU","INDUSTRIAL","42,500.00"
"ALL OTHER STREETS","","BASAK","MANDAUE","CEBU","INDUSTRIAL","10,250.00"
"ALL OTHER STREETS","INTERIOR","BASAK","MANDAUE","CEBU","RESIDENTIAL REGULAR","5,130.00"
"PENTAGON LAND, INC.","J. ALINSUG ST.","BASAK","MANDAUE","CEBU","RESIDENTIAL REGULAR","18,450.00"
"COACO SUBDIVISIONS","","BASAK","MANDAUE","CEBU","RESIDENTIAL REGULAR","9,070.00"
"CONSUELO VILLAGE","","BASAK","MANDAUE","CEBU","RESIDENTIAL REGULAR","13,490.00"
"CORTES SUBDIVISIONS","","BASAK","MANDAUE","CEBU","RESIDENTIAL REGULAR","11,420.00"
"RAJAH TOWN HOMES","(CEBU COUNTRYSIDE SUBD.)","BASAK","MANDAUE","CEBU","RESIDENTIAL REGULAR","13,600.00"
"SMC VILLAGE","","BASAK","MANDAUE","CEBU","RESIDENTIAL REGULAR","11,650.00"
"PALM HILLS SUBDIVISION","","BASAK","MANDAUE","CEBU","RESIDENTIAL REGULAR","12,250.00"
"ELIAS CORTES","ML QUEZON-BUTUANON RIVER","CABANCALAN","MANDAUE","CEBU","COMMERCIAL REGULAR","13,700.00"
"ELIAS CORTES","ML QUEZON-BUTUANON RIVER","CABANCALAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","10,000.00"
"ELIAS CORTES","ML QUEZON-BUTUANON RIVER","CABANCALAN","MANDAUE","CEBU","INDUSTRIAL","11,950.00"
"ELIAS CORTES","INTERIOR","CABANCALAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","7,100.00"
"ML QUEZON","GREENHILLS-NPC","CABANCALAN","MANDAUE","CEBU","COMMERCIAL REGULAR","42,500.00"
"ML QUEZON","GREENHILLS-NPC","CABANCALAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","25,000.00"
"ML QUEZON","GREENHILLS-NPC","CABANCALAN","MANDAUE","CEBU","INDUSTRIAL","35,000.00"
"ML QUEZON","INTERIOR","CABANCALAN","MANDAUE","CEBU","INDUSTRIAL","24,000.00"
"ML QUEZON","INTERIOR","CABANCALAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","10,000.00"
"SITIO PILIT","","CABANCALAN","MANDAUE","CEBU","COMMERCIAL REGULAR","14,800.00"
"SITIO PILIT","","CABANCALAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","10,500.00"
"SITIO PILIT","","CABANCALAN","MANDAUE","CEBU","INDUSTRIAL","11,600.00"
"SITIO PILIT","INTERIOR","CABANCALAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","6,500.00"
"ALL OTHERS STREETS","","CABANCALAN","MANDAUE","CEBU","COMMERCIAL REGULAR","15,950.00"
"ALL OTHERS STREETS","","CABANCALAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","11,750.00"
"ALL OTHERS STREETS","","CABANCALAN","MANDAUE","CEBU","INDUSTRIAL","14,150.00"
"ALL OTHERS STREETS","INTERIOR","CABANCALAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","7,350.00"
"AGRO-MACRO SUBD PH I","ML QUEZON","CABANCALAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","23,000.00"
"AGRO-MACRO SUBD PH II","ML QUEZON","CABANCALAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","24,000.00"
"CEBU GREENWAY BUSINESS PARK","","CABANCALAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","17,100.00"
"GARDEN RIDGE SUBD","ML QUEZON","CABANCALAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","19,000.00"
"GREENHILLS SUBD","ML QUEZON","CABANCALAN","MANDAUE","CEBU","COMMERCIAL REGULAR","18,000.00"
"GREENHILLS SUBD","ML QUEZON","CABANCALAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","15,000.00"
"GREENHILLS SUBD","ML QUEZON","CABANCALAN","MANDAUE","CEBU","INDUSTRIAL","16,200.00"
"GREENHILLS SUBD","INTERIOR","CABANCALAN","MANDAUE","CEBU","INDUSTRIAL","40,000.00"
"GREENHILLS SUBD","INTERIOR","CABANCALAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","9,480.00"
"HIDDEN HOMES SUBD","","CABANCALAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","12,600.00"
"NORTH TOWN WOODS SUBD","","CABANCALAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","22,500.00"
"NORTH TOWN HOMES (PHASE IV A)","","CABANCALAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","23,900.00"
"NORTH TOWN HOMES (PHASEIV B)","","CABANCALAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","23,900.00"
"BF NORTHVILLE SUBDIVISION","","CABANCALAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","22,550.00"
"EMERALD ESTATE","","CABANCALAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","22,550.00"
"ST. THERESE HOMES I","","CABANCALAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","20,050.00"
"ST. THERESE HOMES II","","CABANCALAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","20,050.00"
"ALL OTHER SUBDIVISIONS","","CABANCALAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","10,000.00"
"A. C. CORTES AVENUE (MACTAN ROAD)","PLARIDEL-ISLA DE PALMA (BRIDGE)","CAMBARO","MANDAUE","CEBU","COMMERCIAL REGULAR","40,000.00"
"A. C. CORTES AVENUE (MACTAN ROAD)","PLARIDEL-ISLA DE PALMA (BRIDGE)","CAMBARO","MANDAUE","CEBU","INDUSTRIAL","36,000.00"
"A. C. CORTES AVENUE (MACTAN ROAD)","INTERIOR W/ CAR ACCESS","CAMBARO","MANDAUE","CEBU","RESIDENTIAL REGULAR","15,700.00"
"GERARDO OUANO ST.","PLARIDEL ST. TO BOUNDARY OF BRGY. OPAO","CAMBARO","MANDAUE","CEBU","COMMERCIAL REGULAR","20,000.00"
"GERARDO OUANO ST.","PLARIDEL ST. TO BOUNDARY OF BRGY. OPAO","CAMBARO","MANDAUE","CEBU","RESIDENTIAL REGULAR","10,000.00"
"GERARDO OUANO ST.","PLARIDEL ST. TO BOUNDARY OF BRGY. OPAO","CAMBARO","MANDAUE","CEBU","INDUSTRIAL","18,000.00"
"GERARDO OUANO ST.","INTERIOR","CAMBARO","MANDAUE","CEBU","INDUSTRIAL","50,000.00"
"GERARDO OUANO ST.","INTERIOR","CAMBARO","MANDAUE","CEBU","RESIDENTIAL REGULAR","8,000.00"
"PLARIDEL STREET","F.MENDOZA ST. - G OUANO ST.","CAMBARO","MANDAUE","CEBU","COMMERCIAL REGULAR","40,500.00"
"PLARIDEL STREET","F.MENDOZA ST. - G OUANO ST.","CAMBARO","MANDAUE","CEBU","RESIDENTIAL REGULAR","25,000.00"
"PLARIDEL STREET","F.MENDOZA ST. - G OUANO ST.","CAMBARO","MANDAUE","CEBU","INDUSTRIAL","36,000.00"
"PLARIDEL STREET","INTERIOR","CAMBARO","MANDAUE","CEBU","RESIDENTIAL REGULAR","14,600.00"
"F. MENDOZA STREET (FORMERLY J. BRIONES ST.) (FORMERLY PART OF PLARIDEL ST.)","PLARIDEL-C.M. CABAHUG ST.","CAMBARO","MANDAUE","CEBU","COMMERCIAL REGULAR","17,650.00"
"F. MENDOZA STREET (FORMERLY J. BRIONES ST.) (FORMERLY PART OF PLARIDEL ST.)","F.MENDOZA ST. TO A.C. CORTES AVE.","CAMBARO","MANDAUE","CEBU","COMMERCIAL REGULAR","50,000.00"
"F. MENDOZA STREET (FORMERLY J. BRIONES ST.) (FORMERLY PART OF PLARIDEL ST.)","F.MENDOZA ST. TO A.C. CORTES AVE.","CAMBARO","MANDAUE","CEBU","RESIDENTIAL REGULAR","40,000.00"
"F. MENDOZA STREET (FORMERLY J. BRIONES ST.) (FORMERLY PART OF PLARIDEL ST.)","F.MENDOZA ST. TO A.C. CORTES AVE.","CAMBARO","MANDAUE","CEBU","INDUSTRIAL","45,000.00"
"F. MENDOZA STREET (FORMERLY J. BRIONES ST.) (FORMERLY PART OF PLARIDEL ST.)","INTERIOR","CAMBARO","MANDAUE","CEBU","RESIDENTIAL REGULAR","10,000.00"
"SAN ANTONIO STREET)","","CAMBARO","MANDAUE","CEBU","RESIDENTIAL REGULAR","12,000.00"
"SAN ANTONIO STREET)","","CAMBARO","MANDAUE","CEBU","INDUSTRIAL","15,000.00"
"SAN ANTONIO STREET)","INTERIOR","CAMBARO","MANDAUE","CEBU","RESIDENTIAL REGULAR","8,000.00"
"C.M. CABAHUG STREET","F MENDOZA ST-A.C. CORTES AVENUE","CAMBARO","MANDAUE","CEBU","COMMERCIAL REGULAR","17,500.00"
"C.M. CABAHUG STREET","F MENDOZA ST-A.C. CORTES AVENUE","CAMBARO","MANDAUE","CEBU","RESIDENTIAL REGULAR","11,000.00"
"C.M. CABAHUG STREET","F MENDOZA ST-A.C. CORTES AVENUE","CAMBARO","MANDAUE","CEBU","INDUSTRIAL","15,000.00"
"C.M. CABAHUG STREET","INTERIOR","CAMBARO","MANDAUE","CEBU","RESIDENTIAL REGULAR","135,000.00"
"C.M. CABAHUG STREET","INTERIOR","CAMBARO","MANDAUE","CEBU","RESIDENTIAL REGULAR","8,000.00"
"ALL OTHERS STREET","","CAMBARO","MANDAUE","CEBU","COMMERCIAL REGULAR","16,500.00"
"ALL OTHERS STREET","","CAMBARO","MANDAUE","CEBU","RESIDENTIAL REGULAR","10,800.00"
"ALL OTHERS STREET","","CAMBARO","MANDAUE","CEBU","INDUSTRIAL","15,300.00"
"ALL OTHERS STREET","INTERIOR","CAMBARO","MANDAUE","CEBU","RESIDENTIAL REGULAR","8,800.00"
"MHT RESIDENCES","","CAMBARO","MANDAUE","CEBU","COMMERCIAL CONDOMINIUM","120,000.00"
"MHT RESIDENCES","","CAMBARO","MANDAUE","CEBU","RESIDENTIAL CONDOMINIUM","100,300.00"
"MHT RESIDENCES","","CAMBARO","MANDAUE","CEBU","PARKING SLOT","37,200.00"
"CONDOMINIUMS-MID-HIGH END","","CAMBARO","MANDAUE","CEBU","COMMERCIAL CONDOMINIUM","135,000.00"
"CONDOMINIUMS-MID-HIGH END","","CAMBARO","MANDAUE","CEBU","RESIDENTIAL CONDOMINIUM","115,000.00"
"CONDOMINIUMS-MID-HIGH END","","CAMBARO","MANDAUE","CEBU","PARKING SLOT","50,000.00"
"ALL OTHER CONDOMINIUMS","","CAMBARO","MANDAUE","CEBU","COMMERCIAL CONDOMINIUM","110,000.00"
"ALL OTHER CONDOMINIUMS","","CAMBARO","MANDAUE","CEBU","RESIDENTIAL CONDOMINIUM","95,750.00"
"ALL OTHER CONDOMINIUMS","","CAMBARO","MANDAUE","CEBU","PARKING SLOT","35,550.00"
"H. ABELLANA ST.","CANDUMAN-PAGSABUNGAN ROAD","CANDUMAN","MANDAUE","CEBU","COMMERCIAL REGULAR","21,000.00"
"H. ABELLANA ST.","CANDUMAN-PAGSABUNGAN ROAD","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","16,800.00"
"H. ABELLANA ST.","CANDUMAN-PAGSABUNGAN ROAD","CANDUMAN","MANDAUE","CEBU","GENERAL PURPOSES","22,260.00"
"H. ABELLANA ST.","CANDUMAN-PAGSABUNGAN ROAD","CANDUMAN","MANDAUE","CEBU","INDUSTRIAL","22,260.00"
"H. ABELLANA ST.","CANDUMAN-PAGSABUNGAN ROAD","CANDUMAN","MANDAUE","CEBU","GENERAL PURPOSES","5,250.00"
"H. ABELLANA ST.","INTERIOR","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","6,830.00"
"B. SUICO ST.","P. SANCHEZ ST. TO H. ABELLANA ST.","CANDUMAN","MANDAUE","CEBU","COMMERCIAL REGULAR","16,800.00"
"B. SUICO ST.","P. SANCHEZ ST. TO H. ABELLANA ST.","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","13,130.00"
"B. SUICO ST.","P. SANCHEZ ST. TO H. ABELLANA ST.","CANDUMAN","MANDAUE","CEBU","INDUSTRIAL","17,850.00"
"B. SUICO ST.","INTERIOR","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","7,880.00"
"ARCADIO BORBAJO ST.","MARKET ROAD TO NHA HOUSING","CANDUMAN","MANDAUE","CEBU","COMMERCIAL REGULAR","15,750.00"
"ARCADIO BORBAJO ST.","MARKET ROAD TO NHA HOUSING","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","8,190.00"
"ARCADIO BORBAJO ST.","MARKET ROAD TO NHA HOUSING","CANDUMAN","MANDAUE","CEBU","INDUSTRIAL","14,390.00"
"ARCADIO BORBAJO ST.","MARKET ROAD TO NHA HOUSING","CANDUMAN","MANDAUE","CEBU","GENERAL PURPOSES","5,360.00"
"ARCADIO BORBAJO ST.","INTERIOR","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","3,680.00"
"ARCADIO BORBAJO EXT.","STREET CROSSING PARISH CHURCH","CANDUMAN","MANDAUE","CEBU","COMMERCIAL REGULAR","17,640.00"
"ARCADIO BORBAJO EXT.","STREET CROSSING PARISH CHURCH","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","11,130.00"
"ARCADIO BORBAJO EXT.","STREET CROSSING PARISH CHURCH","CANDUMAN","MANDAUE","CEBU","INDUSTRIAL","17,850.00"
"ARCADIO BORBAJO EXT.","STREET CROSSING PARISH CHURCH","CANDUMAN","MANDAUE","CEBU","GENERAL PURPOSES","5,040.00"
"ARCADIO BORBAJO EXT.","INTERIOR","CANDUMAN","MANDAUE","CEBU","COMMERCIAL REGULAR","15,750.00"
"ARCADIO BORBAJO EXT.","INTERIOR","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","3,680.00"
"GERVACIO SENO ST.","H. ABELLANA TO TAWASON","CANDUMAN","MANDAUE","CEBU","COMMERCIAL REGULAR","14,390.00"
"GERVACIO SENO ST.","H. ABELLANA TO TAWASON","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","8,090.00"
"GERVACIO SENO ST.","H. ABELLANA TO TAWASON","CANDUMAN","MANDAUE","CEBU","INDUSTRIAL","12,390.00"
"GERVACIO SENO ST.","H. ABELLANA TO TAWASON","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","3,780.00"
"JACINTO MAYOL ST.","H. ABELLANA ST. TO CANDUMAN  ELEMENTARY SCHOOL","CANDUMAN","MANDAUE","CEBU","COMMERCIAL REGULAR","14,910.00"
"JACINTO MAYOL ST.","H. ABELLANA ST. TO CANDUMAN  ELEMENTARY SCHOOL","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","10,080.00"
"JACINTO MAYOL ST.","H. ABELLANA ST. TO CANDUMAN  ELEMENTARY SCHOOL","CANDUMAN","MANDAUE","CEBU","INDUSTRIAL","13,970.00"
"JACINTO MAYOL ST.","H. ABELLANA ST. TO CANDUMAN  ELEMENTARY SCHOOL","CANDUMAN","MANDAUE","CEBU","GENERAL PURPOSES","5,250.00"
"JACINTO MAYOL ST.","INTERIOR","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","3,780.00"
"JACINTO MAYOL EXTENSION","CAMINO VICINAL;  H. ABELLANA ST.  TO DON SERGIO SUICO ST.","CANDUMAN","MANDAUE","CEBU","COMMERCIAL REGULAR","14,600.00"
"JACINTO MAYOL EXTENSION","CAMINO VICINAL;  H. ABELLANA ST.  TO DON SERGIO SUICO ST.","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","9,770.00"
"JACINTO MAYOL EXTENSION","CAMINO VICINAL;  H. ABELLANA ST.  TO DON SERGIO SUICO ST.","CANDUMAN","MANDAUE","CEBU","INDUSTRIAL","13,650.00"
"JACINTO MAYOL EXTENSION","CAMINO VICINAL;  H. ABELLANA ST.  TO DON SERGIO SUICO ST.","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","3,780.00"
"JACINTO MAYOL EXTENSION","INTERIOR","CANDUMAN","MANDAUE","CEBU","GENERAL PURPOSES","5,250.00"
"PEDRO SANCHEZ ST.","DON SERGIO SUICO ST. CROSSING  PAGSABUNGAN-TINGUB","CANDUMAN","MANDAUE","CEBU","COMMERCIAL REGULAR","15,750.00"
"PEDRO SANCHEZ ST.","DON SERGIO SUICO ST. CROSSING  PAGSABUNGAN-TINGUB","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","20,480.00"
"PEDRO SANCHEZ ST.","DON SERGIO SUICO ST. CROSSING  PAGSABUNGAN-TINGUB","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","13,020.00"
"PEDRO SANCHEZ ST.","DON SERGIO SUICO ST. CROSSING  PAGSABUNGAN-TINGUB","CANDUMAN","MANDAUE","CEBU","INDUSTRIAL","20,480.00"
"PEDRO SANCHEZ ST.","DON SERGIO SUICO ST. CROSSING  PAGSABUNGAN-TINGUB","CANDUMAN","MANDAUE","CEBU","GENERAL PURPOSES","5,250.00"
"PEDRO SANCHEZ ST.","INTERIOR","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","8,720.00"
"DON SERGIO SUICO ST.","H. ABELLANA TO BUTUANON RIVER","CANDUMAN","MANDAUE","CEBU","COMMERCIAL REGULAR","15,960.00"
"DON SERGIO SUICO ST.","H. ABELLANA TO BUTUANON RIVER","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","13,340.00"
"DON SERGIO SUICO ST.","H. ABELLANA TO BUTUANON RIVER","CANDUMAN","MANDAUE","CEBU","INDUSTRIAL","17,640.00"
"DON SERGIO SUICO ST.","INTERIOR","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","3,680.00"
"V. VEGA ST.","H. ABELLANA ST. TO BOUNDARY   OF BRGY. CUBACUB","CANDUMAN","MANDAUE","CEBU","COMMERCIAL REGULAR","8,400.00"
"V. VEGA ST.","H. ABELLANA ST. TO BOUNDARY   OF BRGY. CUBACUB","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","6,300.00"
"V. VEGA ST.","H. ABELLANA ST. TO BOUNDARY   OF BRGY. CUBACUB","CANDUMAN","MANDAUE","CEBU","INDUSTRIAL","7,350.00"
"V. VEGA ST.","INTERIOR","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","3,680.00"
"ALIVIO ST.","JACINTO MAYOL ST. TO V. VEGA ST.","CANDUMAN","MANDAUE","CEBU","COMMERCIAL REGULAR","7,880.00"
"ALIVIO ST.","JACINTO MAYOL ST. TO V. VEGA ST.","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","5,780.00"
"ALIVIO ST.","JACINTO MAYOL ST. TO V. VEGA ST.","CANDUMAN","MANDAUE","CEBU","INDUSTRIAL","6,300.00"
"ALIVIO ST.","INTERIOR","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","4,730.00"
"CANDUMAN RESETTLEMENT","","CANDUMAN","MANDAUE","CEBU","PARKING SLOT","117,080.00"
"CANDUMAN RESETTLEMENT","","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","7,460.00"
"CHARLES PEAK SUBDIVISION","","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","13,340.00"
"CODINERA SUBDIVISION","","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","8,400.00"
"COUNTRY VILLE SUBDIVISION","","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","10,500.00"
"MAHOGANY GROOVE SUBDIVISION","","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","15,750.00"
"FLORENTINA TOWNHOUSES","","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","11,550.00"
"NORTHWOODS RESIDENCES","","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","43,370.00"
"UNA SPAZIO APARTMENT","","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","17,960.00"
"88 CANDUMAN PLACE SUBDIVISION","","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","17,960.00"
"NORTHFIELD RESIDENCES","","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","20,160.00"
"77 LIVING SPACE, INC.","","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","18,900.00"
"ALMIYA SUBDIVISION","","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","29,090.00"
"J. NITTON SUBDIVISION","","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","21,000.00"
"EAGLE'S NEST CONDOMINIUM","","CANDUMAN","MANDAUE","CEBU","COMMERCIAL CONDOMINIUM","117,080.00"
"EAGLE'S NEST CONDOMINIUM","","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL CONDOMINIUM","100,490.00"
"EAGLE'S NEST CONDOMINIUM","","CANDUMAN","MANDAUE","CEBU","PARKING SLOT","32,550.00"
"ALL OTHER CONDOMINIUMS","","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL REGULAR","89,250.00"
"ALL OTHER CONDOMINIUMS","","CANDUMAN","MANDAUE","CEBU","COMMERCIAL CONDOMINIUM","89,250.00"
"ALL OTHER CONDOMINIUMS","","CANDUMAN","MANDAUE","CEBU","RESIDENTIAL CONDOMINIUM","74,340.00"
"ALL OTHER CONDOMINIUMS","","CANDUMAN","MANDAUE","CEBU","PARKING SLOT","24,780.00"
"V. VEGA ST.","CASILI-KAPASANAN (UPPER CASILI ROAD)","CASILI","MANDAUE","CEBU","COMMERCIAL REGULAR","6,550.00"
"V. VEGA ST.","CASILI-KAPASANAN (UPPER CASILI ROAD)","CASILI","MANDAUE","CEBU","RESIDENTIAL REGULAR","4,325.00"
"V. VEGA ST.","CASILI-KAPASANAN (UPPER CASILI ROAD)","CASILI","MANDAUE","CEBU","INDUSTRIAL","5,650.00"
"V. VEGA ST.","CUBACUB-CASILI ROAD (LOWER CASILI)","CASILI","MANDAUE","CEBU","COMMERCIAL REGULAR","6,300.00"
"V. VEGA ST.","CUBACUB-CASILI ROAD (LOWER CASILI)","CASILI","MANDAUE","CEBU","RESIDENTIAL REGULAR","4,200.00"
"V. VEGA ST.","CUBACUB-CASILI ROAD (LOWER CASILI)","CASILI","MANDAUE","CEBU","INDUSTRIAL","5,500.00"
"V. VEGA ST.","CUBACUB-CASILI ROAD (LOWER CASILI)","CASILI","MANDAUE","CEBU","GENERAL PURPOSES","4,975.00"
"V. VEGA ST.","INTERIOR","CASILI","MANDAUE","CEBU","RESIDENTIAL REGULAR","3,780.00"
"D. L. BIHAG ST. (SITIO CASILI)","","CASILI","MANDAUE","CEBU","COMMERCIAL REGULAR","6,300.00"
"D. L. BIHAG ST. (SITIO CASILI)","V. VEGA ST TO BOUNDARY OF CONSOLACION","CASILI","MANDAUE","CEBU","RESIDENTIAL REGULAR","4,200.00"
"D. L. BIHAG ST. (SITIO CASILI)","V. VEGA ST TO BOUNDARY OF CONSOLACION","CASILI","MANDAUE","CEBU","INDUSTRIAL","5,350.00"
"D. L. BIHAG ST. (SITIO CASILI)","V. VEGA ST TO BOUNDARY OF CONSOLACION","CASILI","MANDAUE","CEBU","GENERAL PURPOSES","4,725.00"
"D. L. BIHAG ST. (SITIO CASILI)","INTERIOR","CASILI","MANDAUE","CEBU","RESIDENTIAL REGULAR","3,750.00"
"TAWASON-CASILI ROAD","","CASILI","MANDAUE","CEBU","COMMERCIAL REGULAR","17,950.00"
"TAWASON-CASILI ROAD","","CASILI","MANDAUE","CEBU","COMMERCIAL REGULAR","6,580.00"
"TAWASON-CASILI ROAD","","CASILI","MANDAUE","CEBU","RESIDENTIAL REGULAR","4,150.00"
"TAWASON-CASILI ROAD","","CASILI","MANDAUE","CEBU","INDUSTRIAL","5,650.00"
"TAWASON-CASILI ROAD","","CASILI","MANDAUE","CEBU","GENERAL PURPOSES","4,200.00"
"TAWASON-CASILI ROAD","INTERIOR","CASILI","MANDAUE","CEBU","RESIDENTIAL REGULAR","3,675.00"
"TAWASON-CASILI ROAD","ROAD TO DECA","CASILI","MANDAUE","CEBU","COMMERCIAL REGULAR","6,550.00"
"TAWASON-CASILI ROAD","ROAD TO DECA","CASILI","MANDAUE","CEBU","RESIDENTIAL REGULAR","4,025.00"
"TAWASON-CASILI ROAD","ROAD TO DECA","CASILI","MANDAUE","CEBU","INDUSTRIAL","5,525.00"
"TAWASON-CASILI ROAD","ROAD TO DECA","CASILI","MANDAUE","CEBU","GENERAL PURPOSES","4,200.00"
"ALL OTHER STREETS","","CASILI","MANDAUE","CEBU","COMMERCIAL REGULAR","5,250.00"
"ALL OTHER STREETS","","CASILI","MANDAUE","CEBU","RESIDENTIAL REGULAR","3,675.00"
"ALL OTHER STREETS","","CASILI","MANDAUE","CEBU","INDUSTRIAL","4,200.00"
"ALL OTHER STREETS","INTERIOR","CASILI","MANDAUE","CEBU","RESIDENTIAL REGULAR","3,150.00"
"CASILI SUBDIVISION","","CASILI","MANDAUE","CEBU","RESIDENTIAL REGULAR","12,600.00"
"VISTA MONTANA (STA. LUCIA)","CLASSIFICATION A - SUPREME","CASILI","MANDAUE","CEBU","COMMERCIAL REGULAR","17,950.00"
"VISTA MONTANA (STA. LUCIA)","CLASSIFICATION B - PREMIUM","CASILI","MANDAUE","CEBU","COMMERCIAL REGULAR","50,000.00"
"VISTA MONTANA (STA. LUCIA)","CLASSIFICATION B - PREMIUM","CASILI","MANDAUE","CEBU","COMMERCIAL REGULAR","17,200.00"
"VISTA MONTANA (STA. LUCIA)","CLASSIFICATION A - SUPREME","CASILI","MANDAUE","CEBU","RESIDENTIAL REGULAR","16,900.00"
"VISTA MONTANA (STA. LUCIA)","CLASSIFICATION B - PREMIUM","CASILI","MANDAUE","CEBU","RESIDENTIAL REGULAR","17,745.00"
"VISTA MONTANA (STA. LUCIA)","CLASSIFICATION C - DELUXE","CASILI","MANDAUE","CEBU","RESIDENTIAL REGULAR","17,745.00"
"VILLA VANESSA","","CASILI","MANDAUE","CEBU","RESIDENTIAL REGULAR","10,550.00"
"GRAND TERRACE","","CASILI","MANDAUE","CEBU","RESIDENTIAL REGULAR","12,300.00"
"CASILI HILLS","","CASILI","MANDAUE","CEBU","RESIDENTIAL REGULAR","12,600.00"
"ANANDA","","CASILI","MANDAUE","CEBU","RESIDENTIAL REGULAR","12,600.00"
"PRIVEYA HILLS","","CASILI","MANDAUE","CEBU","RESIDENTIAL REGULAR","20,200.00"
"DECA HOMES (URBAN BASIC)","","CASILI","MANDAUE","CEBU","RESIDENTIAL REGULAR","12,600.00"
"ALL OTHER SUBDIVISIONS","","CASILI","MANDAUE","CEBU","RESIDENTIAL REGULAR","10,250.00"
"M L QUEZON STREET","MAGUIKAY-CABANCALAN","CASUNTINGAN","MANDAUE","CEBU","COMMERCIAL REGULAR","50,000.00"
